164	3Dose2defense	POTION
165	Super defence(2)	POTION
166	2Dose2defense	POTION
167	Super defence(1)	POTION
168	1Dose2defense	POTION
169	Ranging potion(3)	POTION
170	3Doserangerspotion	POTION
171	Ranging potion(2)	POTION
172	2Doserangerspotion	POTION
173	Ranging potion(1)	POTION
174	1Doserangerspotion	POTION
175	Antipoison(3)	POTION
176	3Doseantipoison	POTION
177	Antipoison(2)	POTION
178	2Doseantipoison	POTION
179	Antipoison(1)	POTION
180	1Doseantipoison	POTION
181	Superantipoison(3)	POTION
182	3Dose2antipoison	POTION
183	Superantipoison(2)	POTION
184	2Dose2antipoison	POTION
185	Superantipoison(1)	POTION
186	1Dose2antipoison	POTION
187	Weapon poison	UNKNOWN
188	Weapon Poison	UNKNOWN
189	Zamorak brew(3)	POTION
190	3Dosepotionofzamorak	POTION
191	Zamorak brew(2)	POTION
192	2Dosepotionofzamorak	POTION
193	Zamorak brew(1)	POTION
194	1Dosepotionofzamorak	POTION
195	Potion	POTION
196	Acne Potion	POTION
197	Poison chalice	UNKNOWN
198	Poison Chalice	UNKNOWN
199	Grimy guam leaf	HERBLORE
200	Unidentified Guam	UNKNOWN
201	Grimy marrentill	HERBLORE
202	Unidentified Marentill	UNKNOWN
203	Grimy tarromin	HERBLORE
204	Unidentified Tarromin	UNKNOWN
205	Grimy harralander	HERBLORE
206	Unidentified Harralander	UNKNOWN
207	Grimy ranarr weed	HERBLORE
208	Unidentified Ranarr	UNKNOWN
209	Grimy irit leaf	HERBLORE
210	Unidentified Irit	UNKNOWN
211	Grimy avantoe	HERBLORE
212	Unidentified Avantoe	UNKNOWN
213	Grimy kwuarm	HERBLORE
214	Unidentified Kwuarm	UNKNOWN
215	Grimy cadantine	HERBLORE
216	Unidentified Cadantine	UNKNOWN
217	Grimy dwarf weed	HERBLORE
218	Unidentified Dwarf Weed	UNKNOWN
219	Grimy torstol	HERBLORE
220	Unidentified Torstol	UNKNOWN
221	Eye of newt	HERBLORE
222	Eye Of Newt	UNKNOWN
223	Red spiders' eggs	HERBLORE
224	Red Spiders Eggs	UNKNOWN
225	Limpwurt root	HERBLORE
226	Limpwurt Root	HERBLORE
227	Vial of water	CLEANUP
228	Vial Water	CLEANUP
229	Vial	CLEANUP
230	Vial Empty	CLEANUP
231	Snape grass	HERBLORE
232	Snape Grass	UNKNOWN
233	Pestle and mortar	UNKNOWN
234	Pestle And Mortar	UNKNOWN
235	Unicorn horn dust	UNKNOWN
236	Unicorn Horn Dust	UNKNOWN
237	Unicorn horn	UNKNOWN
238	Unicorn Horn	UNKNOWN
239	White berries	UNKNOWN
240	White Berries	UNKNOWN
241	Dragon scale dust	UNKNOWN
242	Dragon Scale Dust	UNKNOWN
243	Blue dragon scale	UNKNOWN
244	Blue Dragon Scale	UNKNOWN
245	Wine of zamorak	UNKNOWN
246	Wine Of Zamorak	UNKNOWN
247	Jangerberries	UNKNOWN
248	Jangerberries	UNKNOWN
249	Guam leaf	HERBLORE
250	Guam Leaf	HERBLORE
251	Marrentill	UNKNOWN
252	Marentill	UNKNOWN
253	Tarromin	UNKNOWN
254	Tarromin	UNKNOWN
255	Harralander	UNKNOWN
256	Harralander	UNKNOWN
257	Ranarr weed	UNKNOWN
258	Ranarr Weed	UNKNOWN
259	Irit leaf	HERBLORE
260	Irit Leaf	HERBLORE
261	Avantoe	UNKNOWN
262	Avantoe	UNKNOWN
263	Kwuarm	UNKNOWN
264	Kwuarm	UNKNOWN
265	Cadantine	UNKNOWN
266	Cadantine	UNKNOWN
267	Dwarf weed	UNKNOWN
268	Dwarf Weed	UNKNOWN
269	Torstol	UNKNOWN
270	Torstol	UNKNOWN
271	Pressure gauge	UNKNOWN
272	Fish food	SKILLING
273	Poison	UNKNOWN
274	Poisoned fish food	SKILLING
275	Key	UNKNOWN
276	Rubber tube	UNKNOWN
277	Oil can	UNKNOWN
278	Cattleprod	UNKNOWN
279	Sheep feed	UNKNOWN
280	Sheep bones (1)	POTION
281	Sheep bones (2)	POTION
282	Sheep bones (3)	POTION
283	Sheep bones (4)	POTION
284	Plague jacket	UNKNOWN
285	Plague trousers	UNKNOWN
286	Orange goblin mail	GEAR
287	Blue goblin mail	GEAR
288	Goblin mail	GEAR
289	Goblin Armour	GEAR
290	Research package	UNKNOWN
291	Research notes	UNKNOWN
292	Book on baxtorian	UNKNOWN
293	Key	UNKNOWN
294	Glarial's pebble	UNKNOWN
295	Glarial's amulet	GEAR
296	Glarial's urn	UNKNOWN
297	Glarial's urn (empty)	CLEANUP
298	Key	UNKNOWN
299	Mithril seeds	FARMING
300	Rat's tail	UNKNOWN
301	Lobster pot	CLEANUP
302	Lobster Pot	CLEANUP
303	Small fishing net	SKILLING
304	Net	SKILLING
305	Big fishing net	SKILLING
306	Big Net	SKILLING
307	Fishing rod	SKILLING
308	Fishing Rod	SKILLING
309	Fly fishing rod	SKILLING
310	Fly Fishing Rod	SKILLING
311	Harpoon	SKILLING
312	Harpoon	SKILLING
313	Fishing bait	SKILLING
314	Feather	SKILLING
315	Shrimps	UNKNOWN
316	Shrimp	UNKNOWN
317	Raw shrimps	SKILLING
318	Raw Shrimp	UNKNOWN
319	Anchovies	UNKNOWN
320	Anchovies	UNKNOWN
321	Raw anchovies	SKILLING
322	Raw Anchovies	UNKNOWN
323	Burnt fish	SKILLING
324	Burntfish1	SKILLING
325	Sardine	UNKNOWN
326	Sardine	UNKNOWN
327	Raw sardine	SKILLING
328	Raw Sardine	UNKNOWN
329	Salmon	UNKNOWN
330	Salmon	UNKNOWN
331	Raw salmon	SKILLING
332	Raw Salmon	UNKNOWN
333	Trout	UNKNOWN
334	Trout	UNKNOWN
335	Raw trout	SKILLING
336	Raw Trout	UNKNOWN
337	Giant carp	UNKNOWN
338	Raw giant carp	SKILLING
339	Cod	UNKNOWN
340	Cod	UNKNOWN
341	Raw cod	SKILLING
342	Raw Cod	UNKNOWN
343	Burnt fish	SKILLING
344	Burntfish2	SKILLING
345	Raw herring	GEAR
346	Raw Herring	GEAR
347	Herring	GEAR
348	Herring	GEAR
349	Raw pike	SKILLING
350	Raw Pike	UNKNOWN
351	Pike	UNKNOWN
352	Pike	UNKNOWN
353	Raw mackerel	SKILLING
354	Raw Mackerel	UNKNOWN
355	Mackerel	UNKNOWN
356	Mackerel	UNKNOWN
357	Burnt fish	SKILLING
358	Burntfish3	SKILLING
359	Raw tuna	SKILLING
360	Raw Tuna	UNKNOWN
361	Tuna	UNKNOWN
362	Tuna	UNKNOWN
363	Raw bass	SKILLING
364	Raw Bass	UNKNOWN
365	Bass	UNKNOWN
366	Bass	UNKNOWN
367	Burnt fish	SKILLING
368	Burntfish4	SKILLING
369	Burnt fish	SKILLING
370	Burntfish5	SKILLING
371	Raw swordfish	GEAR
372	Raw Swordfish	GEAR
373	Swordfish	GEAR
374	Swordfish	GEAR
375	Burnt swordfish	GEAR
376	Burnt Swordfish	GEAR
377	Raw lobster	SKILLING
378	Raw Lobster	UNKNOWN
379	Lobster	UNKNOWN
380	Lobster	UNKNOWN
381	Burnt lobster	CLEANUP
382	Burnt Lobster	CLEANUP
383	Raw shark	SKILLING
384	Raw Shark	UNKNOWN
385	Shark	UNKNOWN
386	Shark	UNKNOWN
387	Burnt shark	CLEANUP
388	Burnt Shark	CLEANUP
389	Raw manta ray	SKILLING
390	Raw Mantaray	UNKNOWN
391	Manta ray	UNKNOWN
392	Mantaray	UNKNOWN
393	Burnt manta ray	CLEANUP
394	Burnt Mantaray	CLEANUP
395	Raw sea turtle	SKILLING
396	Raw Seaturtle	UNKNOWN
397	Sea turtle	UNKNOWN
398	Seaturtle	UNKNOWN
399	Burnt sea turtle	CLEANUP
400	Burnt Seaturtle	CLEANUP
401	Seaweed	UNKNOWN
402	Seaweed	UNKNOWN
403	Edible seaweed	UNKNOWN
404	Edible Seaweed	UNKNOWN
405	Casket	UNKNOWN
406	Casket	UNKNOWN
407	Oyster	UNKNOWN
408	Oystershell	UNKNOWN
409	Empty oyster	CLEANUP
410	Oysterempty	CLEANUP
411	Oyster pearl	UNKNOWN
412	Smalloysterpearls	UNKNOWN
413	Oyster pearls	UNKNOWN
414	Bigoysterpearls	UNKNOWN
415	Ethenea	UNKNOWN
416	Liquid honey	UNKNOWN
417	Sulphuric broline	UNKNOWN
418	Plague sample	UNKNOWN
419	Touch paper	UNKNOWN
420	Distillator	UNKNOWN
421	Lathas' amulet	GEAR
422	Bird feed	UNKNOWN
423	Key	UNKNOWN
424	Pigeon cage	UNKNOWN
425	Pigeon cage	UNKNOWN
426	Priest gown	UNKNOWN
427	Priest Gown	UNKNOWN
428	Priest gown	GEAR
429	Priest Robe	GEAR
430	Medical gown	UNKNOWN
431	Karamjan rum	UNKNOWN
432	Chest key	UNKNOWN
433	Pirate message	UNKNOWN
434	Clay	SKILLING
435	Clay	SKILLING
436	Copper ore	SKILLING
437	Copper Ore	SKILLING
438	Tin ore	SKILLING
439	Tin Ore	SKILLING
440	Iron ore	SKILLING
441	Iron Ore	SKILLING
442	Silver ore	SKILLING
443	Silver Ore	SKILLING
444	Gold ore	SKILLING
445	Gold Ore	SKILLING
446	'perfect' gold ore	SKILLING
447	Mithril ore	SKILLING
448	Mithril Ore	SKILLING
449	Adamantite ore	SKILLING
450	Adamantite Ore	SKILLING
451	Runite ore	SKILLING
452	Runite Ore	SKILLING
453	Coal	UNKNOWN
454	Coal	UNKNOWN
455	Barcrawl card	SKILLING
456	Scorpion cage	CLEANUP
457	Scorpion cage	UNKNOWN
458	Scorpion cage	UNKNOWN
459	Scorpion cage	UNKNOWN
460	Scorpion cage	UNKNOWN
461	Scorpion cage	UNKNOWN
462	Scorpion cage	UNKNOWN
463	Scorpion cage	UNKNOWN
464	Strange fruit	UNKNOWN
465	Macro Triffidfruit	UNKNOWN
466	Pickaxe handle	SKILLING
467	Macro Pickaxehandle	SKILLING
468	Broken pickaxe	SKILLING
469	Macro Broken Bronze Pickaxe	SKILLING
470	Broken pickaxe	SKILLING
471	Macro Broken Iron Pickaxe	SKILLING
472	Broken pickaxe	SKILLING
473	Macro Broken Steel Pickaxe	SKILLING
474	Broken pickaxe	SKILLING
475	Macro Broken Mithril Pickaxe	SKILLING
476	Broken pickaxe	SKILLING
477	Macro Broken Adamant Pickaxe	SKILLING
478	Broken pickaxe	RUNE
479	Macro Broken Rune Pickaxe	RUNE
480	Bronze pick head	SKILLING
481	Macro Bronze Pickaxehead	SKILLING
482	Iron pick head	SKILLING
483	Macro Iron Pickaxehead	SKILLING
484	Steel pick head	SKILLING
485	Macro Steel Pickaxehead	SKILLING
486	Mithril pick head	SKILLING
487	Macro Mithril Pickaxehead	SKILLING
488	Adamant pick head	SKILLING
489	Macro Adamant Pickaxehead	SKILLING
490	Rune pick head	RUNE
491	Macro Rune Pickaxehead	RUNE
492	Axe handle	SKILLING
493	Macro Hatchethandle	UNKNOWN
494	Broken axe	SKILLING
495	Macro Broken Bronze Hatchet	CLEANUP
496	Broken axe	SKILLING
497	Macro Broken Iron Hatchet	CLEANUP
498	Broken axe	SKILLING
499	Macro Broken Steel Hatchet	CLEANUP
500	Broken axe	SKILLING
501	Macro Broken Black Hatchet	CLEANUP
502	Broken axe	SKILLING
503	Macro Broken Mithril Hatchet	CLEANUP
504	Broken axe	SKILLING
505	Macro Broken Adamant Hatchet	CLEANUP
506	Broken axe	RUNE
507	Macro Broken Rune Hatchet	RUNE
508	Bronze axe head	SKILLING
509	Macro Bronze Hatchethead	UNKNOWN
510	Iron axe head	SKILLING
511	Macro Iron Hatchethead	UNKNOWN
512	Steel axe head	SKILLING
513	Macro Steel Hatchethead	UNKNOWN
514	Black axe head	SKILLING
515	Macro Black Hatchethead	UNKNOWN
516	Mithril axe head	SKILLING
517	Macro Mithril Hatchethead	UNKNOWN
518	Adamant axe head	SKILLING
519	Macro Adamant Hatchethead	UNKNOWN
520	Rune axe head	RUNE
521	Macro Rune Hatchethead	RUNE
522	Enchanted beef	UNKNOWN
523	Enchanted rat	UNKNOWN
524	Enchanted bear	UNKNOWN
525	Enchanted chicken	UNKNOWN
526	Bones	SKILLING
527	Bones	SKILLING
528	Burnt bones	SKILLING
529	Bones Burnt	SKILLING
530	Bat bones	SKILLING
531	Bat Bones	SKILLING
532	Big bones	SKILLING
533	Big Bones	SKILLING
534	Babydragon bones	SKILLING
535	Babydragon Bones	SKILLING
536	Dragon bones	SKILLING
537	Dragon Bones	SKILLING
538	Druid's robe	GEAR
539	Druidrobebottom	GEAR
540	Druid's robe top	GEAR
541	Druidrobetop	GEAR
542	Monk's robe	GEAR
543	Monkrobebottom	GEAR
544	Monk's robe top	GEAR
545	Monkrobetop	GEAR
546	Shade robe top	GEAR
547	Blackrobetop	GEAR
548	Shade robe	GEAR
549	Blackrobebottom	GEAR
550	Newcomer map	UNKNOWN
551	Newcomer Map	UNKNOWN
552	Ghostspeak amulet	GEAR
553	Ghost's skull	UNKNOWN
554	Fire rune	RUNE
555	Water rune	RUNE
556	Air rune	RUNE
557	Earth rune	RUNE
558	Mind rune	RUNE
559	Body rune	RUNE
560	Death rune	RUNE
561	Nature rune	RUNE
562	Chaos rune	RUNE
563	Law rune	RUNE
564	Cosmic rune	RUNE
565	Blood rune	RUNE
566	Soul rune	RUNE
567	Unpowered orb	GEAR
568	Stafforb	GEAR
569	Fire orb	UNKNOWN
570	Fire Orb	UNKNOWN
571	Water orb	UNKNOWN
572	Water Orb	UNKNOWN
573	Air orb	UNKNOWN
574	Air Orb	UNKNOWN
575	Earth orb	UNKNOWN
576	Earth Orb	UNKNOWN
577	Blue wizard robe	GEAR
578	Wizards Robe	GEAR
579	Blue wizard hat	UNKNOWN
580	Bluewizhat	UNKNOWN
581	Black robe	GEAR
582	Black Robe	GEAR
583	Bailing bucket	CLEANUP
584	Bucket Bailing	CLEANUP
585	Bailing bucket	CLEANUP
586	Bucket Bailingfull	CLEANUP
587	Orb of protection	UNKNOWN
588	Orbs of protection	UNKNOWN
589	Gnome amulet	GEAR
590	Tinderbox	UNKNOWN
591	Tinderbox	UNKNOWN
592	Ashes	SKILLING
593	Ashes	SKILLING
594	Lit torch	UNKNOWN
595	Torch	UNKNOWN
596	Unlit torch	UNKNOWN
597	Torch Unlit	UNKNOWN
598	Bronze fire arrow	UNKNOWN
599	Cert Unlitarrow	UNKNOWN
600	Astronomy book	UNKNOWN
601	Goblin kitchen key	UNKNOWN
602	Lens mould	UNKNOWN
603	Observatory lens	UNKNOWN
604	Bone shard	SKILLING
605	Bone key	SKILLING
606	Stone-plaque	UNKNOWN
607	Tattered scroll	UNKNOWN
608	Crumpled scroll	UNKNOWN
609	Rashiliyia corpse	UNKNOWN
610	Zadimus corpse	SKILLING
611	Locating crystal	UNKNOWN
612	Locating crystal	UNKNOWN
613	Locating crystal	UNKNOWN
614	Locating crystal	UNKNOWN
615	Locating crystal	UNKNOWN
616	Beads of the dead	UNKNOWN
617	Coins	CURRENCY
618	Bone beads	SKILLING
619	Paramaya ticket	CURRENCY
620	Paramaya ticket	CURRENCY
621	Ship ticket	CURRENCY
622	Shiloshipticket	CURRENCY
623	Sword pommel	GEAR
624	Bervirius notes	UNKNOWN
625	Wampum belt	UNKNOWN
626	Pink boots	GEAR
627	Gnome Boots Pink	GEAR
628	Green boots	GEAR
629	Gnome Boots Green	GEAR
630	Blue boots	GEAR
631	Gnome Boots Blue	GEAR
632	Cream boots	GEAR
633	Gnome Boots Cream	GEAR
634	Turquoise boots	GEAR
635	Gnome Boots Turquoise	GEAR
636	Pink robe top	GEAR
637	Gnome Robetop Pink	GEAR
638	Green robe top	GEAR
639	Gnome Robetop Green	GEAR
640	Blue robe top	GEAR
641	Gnome Robetop Blue	GEAR
642	Cream robe top	GEAR
643	Gnome Robetop Cream	GEAR
644	Turquoise robe top	GEAR
645	Gnome Robetop Turquoise	GEAR
646	Pink robe bottoms	GEAR
647	Gnome Robebottoms Pink	GEAR
648	Green robe bottoms	GEAR
649	Gnome Robebottoms Green	GEAR
650	Blue robe bottoms	GEAR
651	Gnome Robebottoms Blue	GEAR
652	Cream robe bottoms	GEAR
653	Gnome Robebottoms Cream	GEAR
654	Turquoise robe bottoms	GEAR
655	Gnome Robebottoms Turquoise	GEAR
656	Pink hat	UNKNOWN
657	Gnome Hat Pink	UNKNOWN
658	Green hat	UNKNOWN
659	Gnome Hat Green	UNKNOWN
660	Blue hat	UNKNOWN
661	Gnome Hat Blue	UNKNOWN
662	Cream hat	UNKNOWN
663	Gnome Hat Cream	UNKNOWN
664	Turquoise hat	UNKNOWN
665	Gnome Hat Turquoise	UNKNOWN
666	Portrait	UNKNOWN
667	Blurite sword	GEAR
668	Blurite ore	SKILLING
669	Specimen jar	UNKNOWN
670	Specimen brush	UNKNOWN
671	Animal skull	UNKNOWN
672	Special cup	UNKNOWN
673	Teddy	UNKNOWN
674	Cracked sample	UNKNOWN
675	Rock pick	UNKNOWN
676	Trowel	UNKNOWN
677	Panning tray	CLEANUP
678	Panning tray	UNKNOWN
679	Panning tray	UNKNOWN
680	Nuggets	CURRENCY
681	Ancient talisman	UNKNOWN
682	Unstamped letter	UNKNOWN
683	Sealed letter	UNKNOWN
684	Belt buckle	UNKNOWN
685	Old boot	UNKNOWN
686	Rusty sword	GEAR
687	Broken arrow	CLEANUP
688	Buttons	UNKNOWN
689	Broken staff	GEAR
690	Broken glass	CLEANUP
691	Level 1 certificate	UNKNOWN
692	Level 2 certificate	UNKNOWN
693	Level 3 certificate	UNKNOWN
694	Ceramic remains	CLEANUP
695	Old tooth	UNKNOWN
696	Invitation letter	UNKNOWN
697	Damaged armour	GEAR
698	Broken armour	GEAR
699	Stone tablet	TELEPORT
700	Chemical powder	UNKNOWN
701	Ammonium nitrate	UNKNOWN
702	Unidentified liquid	UNKNOWN
703	Nitroglycerin	UNKNOWN
704	Ground charcoal	UNKNOWN
705	Mixed chemicals	UNKNOWN
706	Mixed chemicals	UNKNOWN
707	Chemical compound	UNKNOWN
708	Arcenia root	UNKNOWN
709	Chest key	UNKNOWN
710	Vase	UNKNOWN
711	Book on chemicals	UNKNOWN
712	Cup of tea	UNKNOWN
713	Clue scroll	UNKNOWN
714	Radimus notes	UNKNOWN
715	Radimus notes	UNKNOWN
716	Bullroarer	UNKNOWN
717	Scrawled note	UNKNOWN
718	A scribbled note	UNKNOWN
719	Scrumpled note	UNKNOWN
720	Sketch	GEAR
721	Gold bowl	GEAR
722	Blessed gold bowl	GEAR
723	Golden bowl	GEAR
724	Golden bowl	GEAR
725	Golden bowl	GEAR
726	Golden bowl	GEAR
727	Hollow reed	UNKNOWN
728	Hollow reed	UNKNOWN
729	Shaman's tome	UNKNOWN
730	Binding book	UNKNOWN
731	Enchanted vial	CLEANUP
732	Holy water	UNKNOWN
733	Smashed glass	UNKNOWN
734	Smashed Glass	UNKNOWN
735	Yommi tree seeds	FARMING
736	Yommi tree seeds	FARMING
737	Snakeweed mixture	UNKNOWN
738	Ardrigal mixture	UNKNOWN
739	Bravery potion	POTION
740	Blue hat	UNKNOWN
741	Chunk of crystal	UNKNOWN
742	Hunk of crystal	UNKNOWN
743	Lump of crystal	UNKNOWN
744	Heart crystal	UNKNOWN
745	Heart crystal	UNKNOWN
746	Dark dagger	GEAR
747	Glowing dagger	GEAR
748	Holy force	UNKNOWN
749	Yommi totem	UNKNOWN
750	Gilded totem	UNKNOWN
751	Gnomeball	UNKNOWN
752	Ball Gnomeball Game	UNKNOWN
753	Cadava berries	UNKNOWN
754	Cadavaberries	UNKNOWN
755	Message	UNKNOWN
756	Cadava potion	POTION
757	Book	GEAR
758	Phoenix hq key	UNKNOWN
759	Weapon store key	SKILLING
760	Phoenixkey2	UNKNOWN
761	Intel report	UNKNOWN
762	Falador shield	GEAR
763	Broken shield	GEAR
764	Coal bag	GEAR
765	Broken shield	GEAR
766	Gem bag	GEAR
767	Phoenix crossbow	GEAR
768	Phoenix Crossbow	GEAR
769	Certificate	UNKNOWN
770	Ardougne cloak	UNKNOWN
771	Dramen branch	UNKNOWN
772	Dramen staff	GEAR
773	'perfect' ring	GEAR
774	'perfect' necklace	UNKNOWN
775	Cooking gauntlets	UNKNOWN
776	Goldsmith gauntlets	UNKNOWN
777	Chaos gauntlets	UNKNOWN
778	Steel gauntlets	UNKNOWN
779	Crest part	UNKNOWN
780	Crest part	UNKNOWN
781	Crest part	UNKNOWN
782	Family crest	UNKNOWN
783	Bark sample	SKILLING
784	Translation book	UNKNOWN
785	Glough's journal	UNKNOWN
786	Hazelmere's scroll	UNKNOWN
787	Lumber order	UNKNOWN
788	Glough's key	UNKNOWN
789	Twigs	UNKNOWN
790	Twigs	UNKNOWN
791	Twigs	UNKNOWN
792	Twigs	UNKNOWN
793	Daconia rock	UNKNOWN
794	Invasion plans	UNKNOWN
795	War ship	UNKNOWN
796	Explodingvial	CLEANUP
797	Herbbowl	GEAR
798	Grinder	UNKNOWN
799	Template For Cert	UNKNOWN
800	Bronze thrownaxe	SKILLING
801	Iron thrownaxe	SKILLING
802	Steel thrownaxe	SKILLING
803	Mithril thrownaxe	SKILLING
804	Adamant thrownaxe	SKILLING
805	Rune thrownaxe	RUNE
806	Bronze dart	UNKNOWN
807	Iron dart	UNKNOWN
808	Steel dart	UNKNOWN
809	Mithril dart	UNKNOWN
810	Adamant dart	UNKNOWN
811	Rune dart	RUNE
812	Bronze dart(p)	UNKNOWN
813	Iron dart (p)	UNKNOWN
814	Steel dart(p)	UNKNOWN
815	Mithril dart(p)	UNKNOWN
816	Adamant dart(p)	UNKNOWN
817	Rune dart(p)	RUNE
818	Poisoned dart(p)	UNKNOWN
819	Bronze dart tip	UNKNOWN
820	Iron dart tip	UNKNOWN
821	Steel dart tip	UNKNOWN
822	Mithril dart tip	UNKNOWN
823	Adamant dart tip	UNKNOWN
824	Rune dart tip	RUNE
825	Bronze javelin	UNKNOWN
826	Iron javelin	UNKNOWN
827	Steel javelin	UNKNOWN
828	Mithril javelin	UNKNOWN
829	Adamant javelin	UNKNOWN
830	Rune javelin	RUNE
831	Bronze javelin(p)	UNKNOWN
832	Iron javelin(p)	UNKNOWN
833	Steel javelin(p)	UNKNOWN
834	Mithril javelin(p)	UNKNOWN
835	Adamant javelin(p)	UNKNOWN
836	Rune javelin(p)	RUNE
837	Crossbow	GEAR
838	Crossbow	GEAR
839	Longbow	GEAR
840	Longbow	GEAR
841	Shortbow	GEAR
842	Shortbow	GEAR
843	Oak shortbow	GEAR
